"module_code","word","phonetic","meaning","example"
"cet4","brush","/brʌʃ/","n. 刷子，毛刷；画笔","a scrubbing brush"
"cet4","brute","/bru:t | bruːt | brut/","n. 禽兽，畜生",""
"cet4","bubble","/'bʌbl | 'bʌb(ə)l/","n. 泡; v. 冒泡，沸腾","When water boils, bubbles rise to the surface."
"cet4","bucket","/'bʌkit | 'bʌkɪt/","n. 水桶；吊桶；铲斗","...Her truck features a donation bucket for kids who don't have money for ice-cream..."
"cet4","bud","/bʌd/","n. 芽，萌芽；蓓蕾","rose buds"
"cet4","budget","/'bʌdʒit | 'bʌdʒɪt/","n. 预算; v. 编预算","We had a really tight budget ."
"cet4","build","/bild | bɪld/","v. 建筑；建立；创立","The purpose is to build new houses for local people."
"cet4","building","/'bildiŋ | 'bɪldɪŋ/","n. 建筑物，大楼；建筑","The offices are on the top two floors of the building."
"cet4","bulb","/bʌlb/","n. 电灯泡；球状物","a 100-watt bulb"
"cet4","bulk","/bʌlk/","n. 物体，容积，大批","...The vast bulk of the research shows that there may be a pause..."
"cet4","bull","/bul | bʊl/","n. 公牛；雄的象","a herd of cows with one bull"
"cet4","bullet","/'bulit | 'bʊlɪt/","n. 枪弹，子弹，弹丸","He was killed by a single bullet."
"cet4","bump","/bʌmp/","vi. 碰，撞；颠簸着前进; n. 碰撞， 猛撞； 肿块； 隆起物","The roof was so low he bumped his head (=  his head hit the roof  ) ."
"cet4","bunch","/'bʌntʃ | bʌn(t)ʃ | bʌntʃ/","n. 束，球，串；一群","The ancient Egyptians were a clever bunch."
"cet4","bundle","/'bʌndl | 'bʌnd(ə)l/","n. 捆，包，束；包袱","a small bundle containing mostly clothing"
"cet4","burden","/'bə:dən | 'bɜ:dn | 'bɝdn/","n. 负担，包袱","His family responsibilities had started to become a burden."
"cet4","bureau","/'bjuərəu | 'bjʊərəʊ | 'bjʊro/","n. 局","the Federal Bureau of Investigation"
"cet4","burn","/bə:n | bɜːn | bɝn/","v. 烧，燃烧; n. 烧伤","I burnt all his old letters."
"cet4","burst","/bə:st | bɜːst | bɝst/","v. 使爆裂; vi&n. 爆炸","The pipes had burst and the house was under two feet of water."
"cet4","bury","/'beri | 'berɪ | 'bɛri/","v. 埋葬，葬；埋藏","Electric cables are buried beneath the streets."
"cet4","bus","/bʌs/","n. 公共汽车","I took a bus to San Francisco."
"cet4","bush","/buʃ | bʊʃ/","n. 灌木，灌木丛，矮树","a rose bush"
"cet4","business","/'biznis | ˈbɪznɪs | ˈbɪznəs/","n. 商业，生意；事务","Students on the course learn about all aspects of business."
"cet4","busy","/'bizi | 'bɪzɪ | 'bɪzi/","adj. 忙的，繁忙的","She’s busy now – can you phone later?"
"cet4","but","/强 bʌt, 弱 bət, bʌt | bʌt; bət | bʌt/","conj. 但是，可是","It’s an old car, but it’s very reliable."
"cet4","butcher","/'butʃə | ˈbʊtʃə(r) | ˈbʊtʃər/","n. 屠夫；屠杀者",""
"cet4","butter","/'bʌtə | 'bʌtɚ/","n. 黄油；奶油","He spread some butter on his bread."
"cet4","butterfly","/'bʌtəflai | 'bʌtəflaɪ | 'bʌtɚflaɪ/","n. 蝴蝶","Butterflies and moths are attracted to the wild flowers."
"cet4","button","/[ˈbʌtn] | 'bʌtn/","n. 扣子；按钮; v. 扣紧","small pearl buttons"
"cet4","buy","/bai | baɪ/","v. 买，购买; v. 买","People say the judge had been bought by the Mafia."
"cet4","by","/baɪ/","prep. 在…旁；被，由","I was attacked by a dog."
"cet4","cabbage","/ˈkæbɪdʒ/","n. 洋白菜，卷心菜","I hate eating cabbage."
"cet4","cabin","/'kæbin | 'kæbɪn/","n. 小屋；船舱，机舱","a log cabin"
"cet4","cabinet","/'kæbinit | 'kæbɪnɪt | 'kæbɪnət/","n. 橱，柜；内阁","a cabinet meeting"
"cet4","cable","/'keɪb(ə)l | 'kebl/","n. 缆，索；电缆；电报","cables and switches for computers"
"cet4","cafe","/'kafeɪ, 'kafi | 'kæfeɪ; 'kæfɪ | kæ'fe/","n. 咖啡馆；小餐厅","We went to a cafe and lazed the whole afternoon away there."
"cet4","cafeteria","/,kæfi'tiəriə | kæfɪ'tɪərɪə | ,kæfə'tɪrɪə/","n. 自助食堂","the school cafeteria"
"cet4","cage","/keidʒ | keɪdʒ | kedʒ/","n. 笼；鸟笼，囚笼","I hate to see birds in cages."
"cet4","cake","/keik | keɪk | kek/","n. 饼，糕，蛋糕","We had cake and ice cream."
"cet4","calculate","/'kælkjuleit | 'kælkjʊleɪt | 'kælkjulet/","v. 计算","These instruments calculate distances precisely."
"cet4","calculation","/,kælkju:leiʃən | kælkjʊ'leɪʃ(ə)n | ,kælkju'leʃən/","n. 计算，计算结果","Leonard made a rapid calculation: he'd never make it in time."
"cet4","calculator","/'kælkjuleitə | 'kælkjʊleɪtə | 'kælkjuletɚ/","n. 计算器，计算者","...a pocket calculator."
"cet4","calendar","/'kælində | 'kælɪndə | 'kæləndɚ/","n. 日历，历书；历法","There was a calendar on the wall above, with large squares around the dates."
"cet4","call","/kɔ:l | kɔːl | kɔl/","v. 把…叫做；叫，喊","You may call it harmless fun, but I call it pornography."
"cet4","calm","/kɑ:m, kɑ:lm | kɑːm | kɑm/","adj. 静的，平静的","Glen was calm and composed at the funeral."
"cet4","camel","/'kæməl | 'kæm(ə)l | 'kæml/","n. 骆驼","When fresh food and water are not available,the camel can feed off its hump."
"cet4","camera","/'kæmərə | 'kæm(ə)rə/","n. 照相机，摄影机","Her grandmother lent her a camera for a school trip to Venice and Egypt."
"cet4","camp","/kæmp/","n. 野营，营地，兵营","Let’s go back to camp – it’s getting dark."
"cet4","campaign","/kæm'pein | kæm'peɪn | kæm'pen/","n. 活动","Jones ran a good campaign."
"cet4","campus","/'kæmpəs/","n. 校园，学校场地","a beautiful campus in New England"
"cet4","can","/kæn/","n. 罐头，听头；容器","...I can definitely remember what I learned on certain days at school..."
"cet4","Canada","/'kænədə/","n. 加拿大","She was domiciliated in Canada."
"cet4","Canadian","/kə'neidiən | kə'neɪdɪən | kə'nedɪən/","adj. 加拿大的","What about the Canadian policy?"
"cet4","canal","/kə'næl/","n. 运河；沟渠；管","We walked along by the side of the canal."
"cet4","cancel","/'kænsl/","v. 取消","Our flight was cancelled."
"cet4","cancer","/'kænsə | 'kænsɚ/","n. 癌，癌症，肿瘤","A lot of cancers can now be treated successfully."
"cet4","candidate","/'kændidit | ˈkændɪˌdet, -dɪt/","n. 申请求职者；投考者；候选人","a presidential candidate"
"cet4","candle","/'kændl | 'kænd(ə)l/","n. 蜡烛；烛形物；烛光","When the candle was only half an inch high it flickered out and the room became dark."
"cet4","candy","/'kændi | 'kændɪ/","n. 糖果；砂糖结晶","a box of candies"
"cet4","cannon","/'kænən/","n. 大炮，火炮；榴弹炮","The cannons boom, the band plays."
"cet4","canoe","/kə'nu: | kə'nuː | kə'nu/","n. 独木舟，皮艇，划子","At a summer job working as park naturalists that year, I flipped the canoe Air and I were paddling and we had to push it to shore."
"cet4","canteen","/kæn'ti:n | kæn'tiːn | kænˈtiːn/","n. 食堂","Rennie had eaten his supper in the canteen."
"cet4","canvas","/'kænvəs/","n. 粗帆布；一块油画布","a canvas bag"
"cet4","cap","/kæp/","n. 帽子，便帽；帽状物","...a dark blue baseball cap."
"cet4","capable","/'keipəbl | 'keɪpəbl | 'kepəbl/","adj. 能干的，有能力的","I don’t think he’s capable of murder."
"cet4","capacity","/kə'pæsəti | kə'pæsɪtɪ/","n. 容量；能力；能量","The room had seating capacity for about 80."
"cet4","capital","/'kæpitəl | 'kæpɪt(ə)l | 'kæpɪtl/","n. 资本，资金；首都","Washington D.C., the capital of the United States"
"cet4","captain","/'kæptin | 'kæptɪn | ˈkæptən/","n. 陆军上尉；队长","The captain and crew welcome you aboard."
"cet4","captive","/'kæptiv | 'kæptɪv/","n. 俘虏，被监禁的人","He described the difficulties of surviving for four months as a captive."
"cet4","capture","/'kæptʃə | 'kæptʃɚ/","v. 捕获，俘获；夺得","Government troops have succeeded in capturing the rebel leader."
"cet4","car","/kɑ: | kɑː | kɑr/","n. 汽车，小汽车，轿车","Dan got out of the car and locked the door."
"cet4","carbon","/'kɑ:bən | 'kɑːb(ə)n | 'kɑrbən/","n. 碳","I dread to think what the carbon footprint must be like of moving that coal but we have no choice."
"cet4","card","/kɑ:d | kɑːd | kɑrd/","n. 卡，卡片，名片","Employees must show their identity cards at the gate."
"cet4","care","/kεə | keə | kɛr/","v. 关心，介意; n. 小心","She felt that nobody cared."
"cet4","career","/kə'rɪə | kə'rɪr/","n. 生涯，职业，经历","a teaching career"
"cet4","careful","/'kεəful | 'keəfʊl; -f(ə)l | 'kɛrfl/","adj. 仔细的；细致的","Any school trip requires careful planning."
"cet4","caregiver","/'kεə,ɡivə | 'keəgɪvə | ˈkerɡɪvər/","n. 照料者","In addition to fulfilling the traditional roles of caregiver and homemaker, many Orthodox women also assume the role of primary breadwinner so their husbands can pursue religious studies full time."
"cet4","careless","/'kεəlis | 'keələs | 'kɛrləs/","adj. 粗心的","It was careless of him to leave the door unlocked."
"cet4","cargo","/'kɑ:ɡəu | 'kɑːgəʊ | 'kɑrɡo/","n. 船货，货物","a cargo plane"
"cet4","carpenter","/'kɑ:pəntə | ˈkɑːpəntə(r) | ˈkɑːrpəntər/","n. 木匠","He is a carpenter by profession."
"cet4","carpet","/'kɑ:pit | 'kɑːpɪt | 'kɑrpɪt/","n. 地毯，毡毯，毛毯","My bedroom carpet is green."
"cet4","carriage","/'kæridʒ | 'kærɪdʒ/","n. 客车厢；四轮马车","The president-elect followed in an open carriage drawn by six beautiful grey horses."
"cet4","carrier","/'kæriə | 'kærɪə | 'kærɪɚ/","n. 运输工具；运载工具","an international carrier"
"cet4","carrot","/'kærət/","n. 胡罗卜","grated carrots"
"cet4","carry","/'kæri | 'kærɪ/","v. 携带；运载；传送","The ship was carrying drugs."
"cet4","cart","/kɑ:t | kɑːt | kɑrt/","n. 二轮运货马车",""
"cet4","cartoon","/kɑː'tuːn | kɑr'tun/","n. 卡通画， 幽默画； 动画片， 卡通片","cartoon characters such as Donald Duck"
"cet4","carve","/kɑ:v | kɑːv | kɑrv/","v. 刻，雕刻；切开","carved wooden chairs"
"cet4","case","/keis | keɪs | kes/","n. 情况；事实；病例","Tom’s career is a case in point (= a clear example of something that you are discussing or explaining ) ."
"cet4","cash","/kæʃ/","n. 现金，现款","Cash was taken during a burglary of the apartment."
"cet4","cashier","/kæ'ʃɪə | kæ'ʃɪr/","n. 出纳","Do you have any experience as a cashier?"
"cet4","cassette","/kæ'set | kə'set | kə'sɛt/","n. 盒式录音带；盒子","His two albums released on cassette have sold 10 million copies."
"cet4","cast","/kɑ:s, kæst | kɑːst | kæst/","v. 投，扔，抛；浇铸","the shade cast by low-hanging branches"
"cet4","castle","/'kɑ:sl, 'kæ- | 'kɑːs(ə)l | 'kæsl/","n. 城堡；巨大建筑物","Edinburgh Castle"
"cet4","casual","/'kæʒjuəl | ˈkæʒuəl | 'kæʒʊəl/","adj. 偶然的，随便的","a casual manner"
"cet4","cat","/kæt/","n. 猫，猫科，猫皮","The police played an elaborate game of cat and mouse to trap him."
"cet4","catalog","/'kætəlɔɡ | 'kætəlɒɡ | 'kætəlɔg/","n. 目录，目录册","...A customer begins with a catalog of possible items..."
"cet4","catalogue","/'kætəlɔɡ | ˈkætəlɒg/","v. 把……编入目录","The manuscripts have never been systematically catalogued."
"cet4","catch","/kætʃ/","v. 捉住；赶上；领会","Did you catch any fish?"
"cet4","category","/'kætəgəri | 'kætəɡɔri/","n. 种类， 类， 类别","people in the over-45 age category"
"cet4","cater","/'keitə | 'keɪtə | 'ketɚ/","v. 迎合","We cater to an exclusive clientele."
"cet4","cathedral","/kə'θi:drəl | kə'θiːdr(ə)l | kə'θidrəl/","n. 总教堂；大教堂","St Paul’s Cathedral"
"cet4","cattle","/'kætl | 'kæt(ə)l/","n. 牛；牲口，家畜","herds of cattle"
"cet4","cause","/kɔ:z | kɔːz | kɔz/","n. 原因，理由；事业","It’s our job to establish the cause of the fire."
"cet4","caution","/'kɔ:ʃən | 'kɔʃən/","v & n. 小心，谨慎","The physician must exercise caution when prescribing antidepressants."
"cet4","cautious","/'kɔ:ʃəs | 'kɔːʃəs | 'kɔʃəs/","adj. 谨慎的","a cautious driver"
"cet4","cave","/keiv | keɪv | kev/","n. 山洞，洞穴，窑洞","the entrance to a cave"
"cet4","cease","/si:s | siːs | sis/","vi&vi&n. 停止，停息","The things people will do for charity never cease to amaze me (= I am always surprised by them ) ."
"cet4","ceiling","/'si:liŋ | 'siːlɪŋ | 'silɪŋ/","n. 天花板，顶蓬","rooms with high ceilings"
"cet4","celebrate","/'selɪbreɪt | 'sɛlɪbret/","v. 庆祝；歌颂，赞美","It’s Dad’s birthday and we’re going out for a meal to celebrate."
"cet4","cell","/sel | sɛl/","n. 细胞；小房间","cancer cells"
"cet4","cellar","/'selə | 'sɛlɚ/","n. 地窑，地下室","a coal cellar"
"cet4","cement","/si'ment | sɪ'ment | sə'mɛnt/","n. 水泥；胶泥; v. 粘结","a bag of cement"
"cet4","cent","/sent | sɛnt/","n. 分；分币；百","A cup of rice which cost thirty cents a few weeks ago is now being sold for up to one dollar."
"cet4","center","/'sentə | 'sɛntɚ/","n. 圆心， 正中； 中心","In this example, you rotate a square on its center, but do not fill the square."
"cet4","centigrade","/'sentiɡreid | 'sentɪgreɪd | 'sɛntɪɡred/","adj. 百分度的","This thermometer is calibrated by centigrade."
"cet4","centimetre","/'senti,mi:tə | 'sentɪmiːtə | 'sɛntɪmitɚ/","n. 公分，厘米","...a tiny fossil plant, only a few centimetres high."
"cet4","central","/'sentrəl | 'sentr(ə)l | 'sɛntrəl/","adj. 中心的；主要的","He lives in central London."
"cet4","centre","/'sentə | sɛntɚ/","n. 中心；中枢; v. 集中","lines radiating out from the centre"
"cet4","century","/'sentʃuri | ˈsentʃərɪ | 'sɛntʃəri/","n. 世纪，百年","the story of life on a small farm at the turn of the century"
"cet4","ceremony","/'seriməuni | 'serəmənɪ | ˈsɛrəˌmoʊni/","n. 典礼，仪式","a wedding ceremony"
"cet4","certain","/'sə:tən | 'sɜːt(ə)n; -tɪn | 'sɝtn/","adj. 确实的；肯定的","I felt certain that I’d passed the test."
"cet4","certainly","/'sə:tənli | ˈsəːt(ə)nli | 'sɝtnli/","adv. 一定，必定；当然","‘I’d like a beer, please.’ ‘Certainly, sir.’"
"cet4","certainty","/'sə:tənti | 'sɜːt(ə)ntɪ; -tɪn- | 'sɝtnti/","n. 必然；肯定","He usually does quite well, but it’s not a certainty."
"cet4","certificate","/sə'tifikeit | səˈtɪfɪkɪt; (for v.,) səˈtɪfɪˌkeɪt | sɚˈtɪfɪkɪt; (for v.,) sɚˈtɪfɪˌket/","n. 证书，证件，执照","a degree certificate"
"cet4","chain","/tʃeɪn | tʃen/","n. 链，链条，项圈","She had a gold chain around her neck."
"cet4","chair","/tʃεə | tʃeə | tʃɛr/","n. 椅子；主席","a kitchen chair"
"cet4","chairman","/'tʃεəmən | 'tʃeəmən | 'tʃɛrmən/","n. 主席；议长，会长","deputy/vice chairman Barrett serves as vice chairman."
"cet4","chalk","/tʃɔ:k | tʃɔːk | tʃɔk/","n. 白垩；粉笔","chalk cliffs"
"cet4","challenge","/'tʃælɪn(d)ʒ | 'tʃælɪndʒ/","n & v. 挑战；质疑","They threw down the challenge that he couldn’t wash 40 cars in one hour (= invited him to try to do it ) ."
"cet4","chamber","/'tʃeimbə | 'tʃeɪmbə | ˈtʃeɪmbər/","n. 会议室；房间；腔","a combustion chamber"
"cet4","champion","/'tʃæmpiən | 'tʃæmpɪən/","n. 冠军，得胜者","the world heavyweight boxing champion"
"cet4","chance","/tʃɑ:ns, tʃæns | tʃɑːns | tʃæns/","n. 机会，机遇；可能性","There’s always the chance that something will go wrong."
"cet4","change","/tʃeindʒ | tʃeɪn(d)ʒ | tʃendʒ/","n. 改变，变化；零钱","I find it hard to cope with change."
"cet4","channel","/'tʃænəl | 'tʃæn(ə)l | 'tʃænl/","n. 海峡；渠道；频道","the news on Channel 4"
"cet4","chaos","/'keɪɒs | 'keɑs/","n. 混乱， 紊乱","The country was plunged into economic chaos."
"cet4","chap","/tʃæp/","n. 小伙子，小家伙，家伙","a decent sort of chap"
"cet4","chapter","/'tʃæptə | 'tʃæptɚ/","n. 章，回，篇","Read Chapter 11 as your homework."
"cet4","character","/'kærəktə | 'kærəktə(r) | 'kærəktɚ/","n. 角色","A soulless shopping centre stands across from one of the few buildings with character, the town hall."
"cet4","characteristic","/,kærəktə'ristik | ˌkærəktəˈrɪstɪk | ,kærəktə'rɪstɪk/","n. 特点","Genes determine the characteristics of every living thing."
"cet4","characterize","/'kærəktəraiz | 'kærəktəraɪz | 'kærəktə'raɪz/","v. 以……特点","Bright colours characterize his paintings."
"cet4","charge","/tʃɑ:dʒ | tʃɑːdʒ | tʃɑrdʒ/","v. 索价；控告; n. 费用","They have the evidence to charge him."
"cet4","charity","/'tʃærəti | 'tʃærətɪ/","n. 慈善（行为）","Several charities sent aid to the flood victims."
"cet4","charm","/tʃɑːm | tʃɑrm/","n. 迷人的特性，魅力；符咒，咒文; vt. 吸引， 迷住","""Snow White and the Seven Dwarfs,"" the 1937 Disney classic, has lost none of its original charm."
"cet4","charming","/'tʃɑ:miŋ | 'tʃɑːmɪŋ | 'tʃɑrmɪŋ/","adj. 迷人的，可爱的","a charming little Italian restaurant"
"cet4","chart","/tʃɑːt | tʃɑrt/","n. 图，图表；海图","a chart showing last year’s sales"
"cet4","charter","/'tʃɑːtə | 'tʃɑrtɚ/","adj. 包租的， 租用的; n. 宪章，共同纲领；特许状，许可证；包租; vt. 包，租","...the last charter plane carrying out foreign nationals."
"cet4","chase","/tʃeis | tʃeɪs/","n. 追逐，追赶，追求","a high-speed car chase"
"cet4","chat","/tʃæt/","v. 聊天","John and I sat up until the early hours chatting."
"cet4","cheap","/tʃi:p | tʃiːp | tʃip/","adj. 廉价的；劣质的","cheap rail fares"
"cet4","cheat","/tʃi:t | tʃiːt | tʃit/","v. 欺骗, 作弊","He had cheated in the test by using a calculator."
"cet4","check","/tʃek | tʃɛk/","v. 检查；制止; n. 检查","Check the tiles carefully before you buy them."
"cet4","cheek","/tʃi:k | tʃik/","n. 脸颊","Lucy stretched up to kiss his cheek."
"cet4","cheer","/tʃiə | tʃɪə | tʃɪr/","v. 使振作；欢呼","Everybody cheered when the firemen arrived."
"cet4","cheerful","/'tʃiəful | 'tʃɪəfʊl; -f(ə)l | 'tʃɪrfl/","adj. 快乐的，愉快的","a bright cheerful Italian restaurant"
"cet4","cheese","/tʃi:z | tʃiːz | tʃiz/","n. 奶酪，干酪","half a kilo of cheese"
"cet4","chef","/ʃef | ʃɛf/","n. 厨师","a master chef"
"cet4","chemical","/'kemikəl | 'kɛmɪkl/","adj. 化学的 n. 化学制品","the chemical composition of bleach"
"cet4","chemist","/'kemist | 'kemɪst | 'kɛmɪst/","n. 化学家；药剂师","She worked as a research chemist."
"cet4","chemistry","/'kemistri | 'kemɪstrɪ | 'kɛmɪstri/","n. 化学","a person’s body chemistry"
"cet4","cheque","/tʃek | tʃɛk/","n. 支票","You could write her a cheque ."
"cet4","cherish","/'tʃerɪʃ | 'tʃɛrɪʃ/","vt. 珍爱； 怀有","In marriage, a man promises to cherish his wife."
"cet4","cherry","/'tʃeri | 'tʃerɪ | 'tʃɛri/","n. 樱桃；樱桃树","a bunch of cherries"
"cet4","chess","/tʃes | tʃɛs/","n. 棋；国际象棋","They meet fairly often to play chess ."
"cet4","chest","/tʃest | tʃɛst/","n. 胸腔，胸膛；箱子","Her heart was pounding in her chest."
"cet4","chew","/tʃu: | tʃuː | tʃʊ/","v. 咀嚼，嚼碎","This meat’s so tough I can hardly chew it!"
"cet4","chicken","/'tʃɪkɪn | ˈtʃɪkən/","n. 小鸡，小鸟；鸡肉","roast chicken"
"cet4","chief","/tʃi:f | tʃiːf | tʃif/","adj. 主要的；首席的","He was recently appointed chief economist at the Bank of Scotland."
"cet4","child","/tʃaɪld/","n. 小孩，儿童；儿子","The hotel is ideal for families with young children."
"cet4","childhood","/'tʃaildhud | 'tʃaɪldhʊd/","n. 童年，幼年；早期","I had a very happy childhood."
"cet4","childish","/'tʃaildiʃ | 'tʃaɪldɪʃ/","adj. 孩子的；幼稚的","a high childish laugh"
"cet4","chill","/tʃil | tʃɪl/","v. 使变冷; n. 寒冷","The wind blew across her body, chilling her wet skin."
"cet4","chimney","/'tʃimni | 'tʃɪmnɪ | 'tʃɪmni/","n. 烟囱，烟筒；玻璃罩","We can’t light a fire because the chimney hasn’t been swept."
"cet4","chin","/tʃin | tʃɪn/","n. 颏，下巴","He rubbed his chin thoughtfully."
"cet4","China","/tʃaɪnə/","n. 中国","...the Delta has become one of the leading economic regions and a major manufacturing center both of China and the world..."
"cet4","Chinese","/,tʃai'ni:z/","adj. 中国的; n. 中国人","Do you fancy going out for a Chinese?"
"cet4","chip","/tʃɪp/","n. 屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵","the age of the silicon chip"
"cet4","chocolate","/'tʃɔkəlit | 'tʃɒk(ə)lət | 'tʃɑklət/","n. 巧克力；巧克力糖","a chocolate bar"
"cet4","choice","/tʃɔis | tʃɒɪs | tʃɔɪs/","n. 选择，抉择","He has to make some important choices."
"cet4","choke","/tʃəuk | tʃəʊk | tʃok/","v. 使窒息","Six people choked to death on the fumes."
"cet4","choose","/tʃu:z | tʃuːz | tʃuz/","v. 选择，挑选；情愿","It took us ages to choose a new carpet."
"cet4","chop","/[tʃɔp] | tʃɒp | tʃɑp/","v. 砍，劈；切细; v. 砍","He went outside to chop some more wood for the fire."
"cet4","Christ","/kraɪst/","n. 基督， 救世主","a follower of Christ"
"cet4","Christian","/'kristjən; -tʃən | 'krɪstɪən; -tʃ(ə)n | 'krɪstʃən/","n. 基督教徒；信徒","He was a devout Christian."
"cet4","Christmas","/ˈkrɪsməs/","n. 圣诞节","Are you going home for Christmas?"
"cet4","church","/tʃə:tʃ | tʃɜːtʃ | tʃɝtʃ/","n. 教堂，礼拜堂；教会","a short church service"
"cet4","cigar","/sɪ'gɑː | sɪ'ɡɑr/","n. 雪茄烟","He was smoking a big cigar."
"cet4","cigaret","/,siɡə'ret, 'siɡ-/","n. 香烟，纸烟，卷烟","RA 7171 plows back annually 15 percent of cigaret excise tax revenues collected by the National Government to the virginia leaf producing provinces of Ilocos Sur, Ilocos Norte, La Union and Abra."
"cet4","cigarette","/ˌsɪgə'ret | ˌsɪɡəˈrɛt, ˈsɪɡəˌrɛt/","n. 香烟， 纸烟， 卷烟","a packet of cigarettes"
"cet4","cinema","/'sinəmə | 'sɪnɪmə; -mɑː | 'sɪnəmə/","n. 电影院；电影，影片","It’s on at the local cinema."
"cet4","circle","/'sə:kl | 'sɜːk(ə)l | 'sɝkl/","n. 圆，圆周；圈子","Draw a circle 10cm in diameter."
"cet4","circuit","/'sə:kit | 'sɜːkɪt | 'sɝkɪt/","n. 电路；环行；巡行","We did a circuit of the old city."
"cet4","circular","/'sə:kjulə | 'sɜːkjʊlə | 'sɝkjəlɚ/","adj. 圆的；循环的","a circular table"
"cet4","circulate","/'sə:kjuleit | 'sɜːkjʊleɪt | 'sɝkjəlet/","v. 使循环; v. 循环","Swimming helps to get the blood circulating through the muscles."
"cet4","circulation","/ˌsɜːkjə'leɪʃn | ,sɝkjə'leʃən/","n. 循环； 流传； 发行， 流通","Exercise improves the circulation."
"cet4","circumference","/sə'kʌmfərəns | sə'kʌmf(ə)r(ə)ns | sɚ'kʌmfərəns/","n. 圆周，周长，圆周线","...a scientist calculating the Earth's circumference."
"cet4","circumstance","/'sə:kəmstəns | 'sɜ:kəmstəns | 'sɝkəmstæns/","n. 环境，境遇","He was a victim of circumstance ."
"cet4","cite","/sait | saɪt/","v. 引用","The judge cited a 1956 Supreme Court ruling in her decision."
"cet4","citizen","/'sitizən | 'sɪtɪzn/","n. 公民","We need our schools to teach students to be good citizens."
"cet4","city","/'siti | 'sɪtɪ | 'sɪti/","n. 城市，都市","The nearest big city was St. Louis."
"cet4","civil","/'sivəl | 'sɪv(ə)l; -ɪl | 'sɪvl/","adj. 公民的；文职的","They were married in a civil ceremony in May."
"cet4","civilian","/si'viljən | sə'vɪlɪən/","n. 平民，百姓","Many innocent civilians were killed during the war."
"cet4","civilization","/,sivilai'zeiʃən, -li'z- | ˌsɪvɪlaɪˈzeɪʃən | ,sɪvələ'zeʃən/","n. 文明","modern American civilization"
"cet4","civilize","/'sivilaiz | 'sɪvəlaɪz/","v. 使文明；教育","Ellis was credited with civilizing the Texas prison system."
"cet4","civilized","/'sivilaizd | ˈsɪvəlaɪzd | sɪvlˌaɪzd/","adj. 文明的","Such things should not happen in a civilized society."
"cet4","claim","/kleim | kleɪm | klem/","v. 声称，主张；索取","I don’t claim to be a feminist, but I’d like to see more women in top jobs."
"cet4","clap","/klæp/","v. 拍手; v. 拍，轻拍","One man began to clap, and others joined in."
"cet4","clarify","/'klærifai | 'klærɪfaɪ | 'klærəfaɪ/","v. 澄清，阐明","Reporters asked him to clarify his position (= say exactly what his beliefs are ) on welfare reform."
"cet4","clash","/klæʃ/","vi. 发生冲突；不协调；砰地相撞，发出刺耳的撞击声; n. 冲突； 不协调； 刺耳的撞击声","Troops clashed near the border."
"cet4","clasp","/klɑ:sp, klæsp | klɑːsp | klæsp/","n. 扣子，钩子；别针","...the clasp of her handbag."
"cet4","class","/klɑːs | klæs/","n. 班，班级；阶级","He’s not in the same class (= not as good ) as her at tennis."
"cet4","classic","/'klæsɪk/","adj. 最优秀的，典型的，标准的；传统式样的，典雅的; n. 文学名著， 经典作品， 杰作； 优秀的典范； 古典文学， 古典语文研究","The Coca-Cola bottle is one of the classic designs of the last century."
"cet4","classical","/'klæsikəl | 'klæsɪk(ə)l | 'klæsɪkl/","adj. 古典的；经典的","the classical theory of relativity"
"cet4","classification","//,klæsifi'keiʃən/ | ,klæsɪfɪ'keɪʃ(ə)n | ,klæsɪfɪ'keʃən/","n. 分类，级别","the classification of wines according to quality"
"cet4","classify","//'klæsifai/ | 'klæsifai | 'klæsɪfaɪ/","v. 把…分类，把…分级","We’d classify Drabble’s novels under ‘Romance’."
"cet4","classmate","/'klɑ:smeit | 'klɑːsmeɪt | 'klæsmet/","n. 同班同学","He acquainted his classmate with my sister."
"cet4","classroom","/'klɑ:srum | 'klɑːsruːm; -rʊm | 'klæs'rʊm; 'klæs'rʊm/","n. 教室，课堂","The boy bounced out of the classroom."
"cet4","clause","/klɔːz | klɔz/","n. 条款； 从句， 分句","A confidentiality clause was added to the contract."
"cet4","claw","/klɔ: | klɔː | klɔ/","n. 爪，脚爪，螯","The cat dug his claws into my leg."
"cet4","clay","/klei | kleɪ | kle/","n. 粘土，泥土；肉体",""
"cet4","clean","/kli:n | kliːn | klin/","adj. 清洁的；纯洁的","Are your hands clean?"
"cet4","clear","/kliə | klɪə | klɪr/","adj. 清晰的; v. 清除","clear instructions"
"cet4","clearly","/'kliəli | 'klɪəlɪ | 'klɪrli/","adv. 明白地，清晰地","Please speak clearly."
"cet4","clerk","/klɑːk | klɝk/","n. 店员；办事员，职员","a clerk in a commercial firm"
"cet4","clever","/'klevə | 'klɛvɚ/","adj. 聪明的；机敏的","a clever man"
"cet4","click","/klɪk/","v. 发出咔嗒声；点击; n. 咔嗒声","The door clicked shut behind me."
"cet4","client","/'klaiənt | 'klaɪənt/","n. 客户","a meeting with an important client"
"cet4","cliff","/klif | klɪf/","n. 悬崖，峭壁","The car rolled over the edge of a cliff."
"cet4","climate","/'klaimit | ˈklaɪmət | 'klaɪmət/","n. 气候；风土，地带","Los Angeles’ warm dry climate"
