module_code,word,phonetic,meaning,example
"gre","extol","/ik'stəul | ɪk'stəʊl; ek- | ɪk'stol/","v. 赞美","A customer reluctantly listens as awaitress and her inexplicable chorus of Vikings extol the virtues of the processed meat."
"gre","extort","/ik'stɔ:t | ɪk'stɔːt; ek- | ɪk'stɔrt/","v. 敲诈, 逼取, 强取, 勒索","Corrupt government officials were extorting money from him."
"gre","extortion","/ik'stɔ:ʃən | ɪk'stɔːʃ(ə)n; ek- | ɪk'stɔrʃən/","n. 勒索, 敲诈, 强取, 被勒索的财物","He has been charged with extortion and abusing his powers."
"gre","extract","/ɪk'strækt | 'ɛkstrækt/","v. 拔出； 强索","You’ll have to have that tooth extracted."
"gre","extradite","/'ekstrədaɪt | 'ekstrədait/","v. 引渡","A judge agreed to extradite him to Texas."
"gre","extraneous","/ek'streinjəs | ɪk'streɪnɪəs; ek- | ɪk'strenɪəs/","adj. 无关系的, 外来的, [化]外部裂化, [化]新异反射","extraneous noises"
"gre","extrapolate","/ek'stræpəleit | ɪk'stræpəleɪt; ek- | ɪk'stræpə'let/","v. 推断, [数]外推","Extrapolating from his latest findings, he reckons about 80% of these deaths might be attributed to smoking."
"gre","extravagance","/ɪk'strævəgəns | ɪk'strævəɡəns/","n. 奢侈， 挥霍","When the company went under, tales of his extravagance surged through the industry."
"gre","extravagant","/ik'strævəɡənt | ɪk'strævəg(ə)nt; ek- | ɪk'strævəgənt/","adj. 奢侈的, 浪费的, 过分的, 放纵的","Would it be too extravagant to buy both?"
"gre","extremist","/ɪk'striːmɪst | ɪk'strimɪst/","n. 极端主义者","The bomb was planted by right-wing extremists."
"gre","extremity","/ik'stremiti | ɪk'stremɪtɪ; ek- | ɪk'strɛməti/","n. 末端, 极端, 极度, 穷困, 绝境, 临死, 非常手段, 手足","The committee was uncomfortable about the extremity of the proposal."
"gre","extricable","/'ekstrikəbl | 'ekstrɪkəbl/","adj. 可解救的， 能脱险的",""
"gre","extricate","/'ekstrikeit | 'ekstrɪkeɪt | 'ɛkstrɪket/","v. 使解脱, 救出, 使(气体)游离, 放出","It represents a last-ditch attempt by the country to extricate itself from its economic crisis."
"gre","extrinsic","/ek'strinsik | ɪk'strɪnsɪk; ek- | ɛks'trɪnsɪk/","adj. 外在的, 外表的, 外来的","Nowadays there are fewer extrinsic pressures to get married."
"gre","extrovert","/'ekstrəuvə:t, ,ekstrə'və:t | 'ekstrəvɜːt | ,ɛkstrə'vɝt/","n. 性格外向者","Her sister was always more of an extrovert."
"gre","extrude","/ɪk'struːd | ɪk'strʊd/","v. 挤出， 推出， 逐出； 伸出， 突出","These crystals are then embedded in a plastic, and the plastic is extruded as a wire."
"gre","exuberance","/ɪg'zuːbərəns | ɪg'zjʊbərəns/","n. 愉快； 茁壮",""
"gre","exuberant","/iɡ'zju:bərənt | ɪg'z(j)uːb(ə)r(ə)nt; eg-/","adj. 繁茂的, 丰富的, 非凡的, (语言等)华而不实的","an exuberant personality"
"gre","exude","/iɡ'zju:d | ɪg'zjuːd; eg- | ɪɡ'zud/","v. (使)流出, (使)渗出, 发散开来","The plant exudes a sticky liquid."
"gre","exult","/iɡ'zʌlt | ɪg'zʌlt; eg- | ɪɡ'zʌlt/","v. 非常高兴, 欢跃","‘We made the front page!’ Jos exulted."
"gre","exultant","/iɡ'zʌltənt | ɪɡ'zʌltənt/","adj. 非常高兴的, 欢跃的","An exultant party leader said: ""He will be an excellent MP."""
"gre","exurban","/eks'ə:bən/","adj. 城市远郊的","Only a decade ago, the place was exurban rice paddies and lychee orchards."
"gre","exuviae","/iɡ'zju:vii: | ɪg'zjuːvɪiː; eg- | ɪg'zʊvji/","n. [动]脱落的皮, 空壳","The results showed that this contact kairomone was capable of eliciting the antennal searching behavior of A. nilaparvatae and existed in honeydew and exuviae of all BPH stages."
"gre","fabric","/'fæbrik | 'fæbrɪk/","n. 织品, 织物, 布, 结构, 建筑物, 构造","our new range of fabrics and wallpapers"
"gre","fabricate","/'fæbrikeit | 'fæbrɪkeɪt | 'fæbrɪket/","v. 制作, 构成, 捏造, 伪造, 虚构","The police were accused of fabricating evidence."
"gre","fabulous","/'fæbjuləs | 'fæbjʊləs | 'fæbjələs/","adj. 寓言中的, 寓言般的, 神话般的, 传统上的, 惊人的, 难以置信的","You look fabulous!"
"gre","facade","/fə'sɑ:d | fə'sɑːd | fə'sɑd/","n. 正面","an impressive building with a red brick facade"
"gre","facetious","/fə'siːʃəs | fə'siʃəs/","adj. 幽默的, 滑稽的, 喜开玩笑的","Don’t be so facetious!"
"gre","facile","/'fæsaɪl; -sɪl | 'fæsl/","adj. 易做到的, 易得到的, 不花力气的, 敏捷的, 流畅的, (性格)柔顺的, 温和的, 容易的","a facile victory"
"gre","facilitate","/fə'siliteit | fə'sɪlɪteɪt | fə'sɪlə'tet/","v. （不以人作主语的）使容易, 使便利, 推动, 帮助, 使容易, 促进","The new airport will facilitate the development of tourism."
"gre","facsimile","/fæk'simili | fæk'sɪmɪlɪ | fæk'sɪməli/","n. 摹写, 传真","...a facsimile edition of Beethoven's musical manuscripts."
"gre","faction","/fækʃən | 'fækʃ(ə)n | 'fækʃən/","n. 派别, 小集团, 派系斗争, 小派系, 内讧","struggles between the different factions within the party"
"gre","factious","/'fækʃəs/","adj. 好搞派系的, 好捣乱的",""
"gre","factitious","/fæk'tiʃəs | fæk'tɪʃəs/","adj. 人为的, 做作的, 不自然的","So we know that the right and wrong are factitious."
"gre","factorable","/'fæktərəbl/","adj. 能分解成因子的",""
"gre","factotum","/'fæktəutəm | fæk'təʊtəm | fæk'totəm/","n. 家务总管, 杂役, 打杂的人, [印]特大型花体大写字母",""
"gre","factual","/'fæktʃuəl/","adj. 事实的， 实际的","Try to keep your account of events as factual as possible."
"gre","faculty","/'fæklti/","n. 全体教员； 能力， 技能","Both faculty and students oppose the measures."
"gre","fad","/fæd/","n. 时尚, 一时流行的狂热, 一时的爱好","Interest in organic food is not a fad, it’s here to stay."
"gre","faddish","/'fædiʃ | 'fædɪʃ/","adj. 趋于时尚的, 流行的, 风行的","...faddish footwear."
"gre","fade","/feɪd | fed/","v. 变暗， 褪色， 枯萎， 凋谢","All colour fades – especially under the impact of direct sunlight."
"gre","fag","/fæɡ | fæg/","n. 吃力的工作, 疲劳, 苦工",""
"gre","fairy","/'feərɪ | 'fɛri/","n. 仙女, 精灵, <美俚>漂亮姑娘",""
"gre","fairyland","/'fεərilənd | 'feərɪlænd | 'fɛrɪlænd/","n. 仙境, 乐园, 奇境","At night, the harbor is a fairyland."
"gre","fake","/feik | feɪk/","n. 假货, 欺骗","The painting was judged a fake."
"gre","falcon","/'fælkən | 'fɔː(l)k(ə)n; 'fɒlk(ə)n/","n. [动](猎鸟用的)猎鹰","Animals representing mythical powers and military might surrounded him—pumas, a wolf, eagles, a falcon, an owl, and rattlesnakes—some buried alive in cages."
"gre","fallacious","/fə'leiʃəs | fə'leɪʃəs | fə'leʃəs/","adj. 谬误的, 靠不住的, 虚妄的, 令人失望的, 虚伪的, 使人误解的, 不合理的","Such an argument is misleading, if not wholly fallacious."
"gre","fallacy","/'fæleisi | 'fæləsɪ | 'fæləsi/","n. 谬误, 谬论","It’s a common fallacy that a neutered dog will become fat and lazy."
"gre","fallibility","/ˌfælə'bɪləti | ,fælə'bɪləti/","n. 易出错， 不可靠","""Trump has exposed the inadequacy and fallibility of decades-old domestic political strategy of governing by polls and contrived expectations, "" she said."
"gre","fallible","/'fæləbl | 'fælɪb(ə)l/","adj. 易错的, 可能犯错的","Humans are fallible."
"gre","fallow","/'fæləu | 'fæləʊ | 'fælo/","n. 休耕地","Farmers know that soil needs rest, so they rotate their crops and systematically leave a portion of their land fallow."
"gre","falsehood","/'fɔːlshud | 'fɔlshʊd/","n. 谎言","Saunders is deliberately telling a falsehood."
"gre","falsification","/'fɔ:lsifi'keiʃən/","n. 弄虚作假, 串改, 伪造, 歪曲",""
"gre","falsify","/fɔ:lsifai | 'fɔːlsɪfaɪ; 'fɒls- | 'fɔlsɪfaɪ/","v. 伪造","The file was altered to falsify the evidence."
"gre","falter","/'fɔːltər | 'fɔltɚ/","v. 蹒跚； 支吾地说","Laurie’s voice faltered as she tried to thank him."
"gre","familiarity","/fə,mili'æriti | fəmɪlɪ'ærɪtɪ | fə,mɪlɪ'ærəti/","n. 熟悉, 通晓, 亲密, 熟悉, 精通","I miss the familiarity of home."
"gre","famine","/'fæmɪn/","n. 饥荒","the great potato famine in Ireland"
"gre","famish","/'feimiʃ | 'fæmɪʃ/","v. (常用被动语态)使挨饿, <古>使饿死",""
"gre","fanatic","/fə'nætik | fə'nætɪk/","n. 狂热者, 盲信者, 入迷者","fanatics who represent a real danger to democracy"
"gre","fanaticism","/fə'nætisizəm | fə'nætɪsɪz(ə)m | fə'nætɪsɪzəm/","n. 狂热, 盲信","The bombing symbolizes the worst of religious fanaticism ."
"gre","fancied","/'fænsɪd/","adj. 空想的， 虚构的",""
"gre","fanciful","/'fænsɪfl/","adj. 幻想的， 奇特的","a fanciful story"
"gre","fanfare","/'fænfεə | 'fænfeə | 'fæn'fɛr/","n. 喇叭或号角嘹亮的吹奏声, 吹牛","The ceremony opened with a fanfare of trumpets."
"gre","fang","/fæŋ/","n. (犬, 狼等的)尖牙, 犬牙, (毒蛇的)毒牙, 牙根, 尖端","The cobra sank its venomous fangs into his hand."
"gre","fantabulous","/fæn'tæbjuləs | fæn'tæbjʊləs/","adj. <美俚>极出色的, 极妙的","Magically, the words will start flowing. The inspiration will hit you like a Newtonian apple and fantabulous images and ideas will literally explode from your brain."
"gre","fantasia","/fæn'teizjə | fæn'teɪzɪə; ,fæntə'ziːə | fæn'tezɪə/","n. 幻想曲",""
"gre","fantastic","/fæn'tæstɪk/","adj. 幻想的, 奇异的, 稀奇古怪的, 荒谬的, 空想的","fantastic tales of dragons and fairy queens"
"gre","fantasy","/'fæntəsi/","n. 想象， 幻想","I used to have fantasies about living in Paris with an artist."
"gre","fantod","/'fæntɒd | 'fæn,tɑd/","n. 烦燥, 惊恐","Objectives:To determine the effect of marriage treatment on fantod among married women with panic disorder."
"gre","far-reaching","/ˌfɑː'riːtʃɪŋ | 'fɑ:'ri:tʃiŋ/","adj. 影响深远的","The economy is in danger of collapse unless far-reaching reforms are implemented."
"gre","farce","/fɑ:s | fɑːs | fɑrs/","n. 笑剧, 闹剧, 滑稽剧, 胡闹","She admitted that the interview had been a complete farce from start to finish."
"gre","fare","/fεə | feə | fɛr/","n. 费用, 旅客, 食物","He could barely afford the fare."
"gre","farewell","/ˌfer'wel | ,fɛr'wɛl/","n. 辞行， 告别; interj. 再会，再见","Mourners gathered to bid farewell to the victims of the plane tragedy."
"gre","farrago","/fæ'rɑ:ɡəu | fə'rɑːgəʊ | fə'rɑɡo/","n. 混杂, 混杂物",""
"gre","farrow","/'færəu | 'færəʊ/","n. 一窝小猪, 猪的一胎, 下小猪",""
"gre","fascia","/'feɪʃɪə; -ʃə | 'feʃə/","n. 带, 饰带(店门面上的)招牌, <英>汽车仪表板, [医]绷带",""
"gre","fascinate","/'fæsineit | 'fæsɪneɪt | 'fæsə'net/","v. 使着迷, 使神魂颠倒","Politics fascinated Franklin's father."
"gre","fascinating","/'fæsineitiŋ | 'fæsɪneɪtɪŋ | 'fæsɪnetɪŋ/","adj. 迷人的, 醉人的, 着魔的","a fascinating book"
"gre","fascination","/fæsi'neiʃən | ,fæsɪ'neɪʃ(ə)n | ,fæsɪ'neʃən/","n. 魔力, 入迷, 魅力, 迷恋, 强烈爱好","The fascination lay in the mystery of what was inside the box."
"gre","fast","/fæst/","adv. 很快地； 紧紧地； 深沉地; n. 禁食，斋戒","Slow down – you’re driving too fast."
"gre","fasten","/'fæsn | 'fæsən/","v. 使固定","What can I use to fasten on this clip?"
"gre","fastidious","/fæs'tidiəs | fæ'stɪdɪəs/","adj. 难取悦的, 挑剔的, 苛求的, (微生物等)需要复杂营养地","people who are fastidious about personal hygiene"
"gre","fastness","/'fɑ:stnis, 'fæs- | 'fɑːs(t)nɪs | 'fæstnəs/","n. 牢固, 固定(性), 不褪色(性), 放荡, 僻静的处所, 抗(毒)性, 要塞, 巩固","They could have withdrawn into the mountain fastness of Eryri."
"gre","fatal","/'feɪtl | 'fetl/","adj. 致命的； 灾难性的","potentially fatal diseases"
"gre","fatality","/fæ'tæliti | fə'tælɪtɪ; feɪ- | fə'tæləti/","n. 命运决定的事物, 不幸, 灾祸, 天命","a 50% increase in the number of traffic fatalities"
"gre","fathom","/'fæðəm | 'fæð(ə)m/","n. 长度单位(6英尺)","I still can’t fathom out what she meant."
"gre","fathomless","/'fæð(ə)mləs | 'fæðəmlis/","adj. 深不可测的, 无法计量, 无法了解的","the fathomless depths of the sea"
"gre","fatidic","/fæ'tɪdɪk | fæ'tidik/","adj. (=prophetic)预言的, 预言性的",""
"gre","fatigue","/fə'ti:ɡ | fə'tiːg | fə'tig/","n. 疲乏, 疲劳, 累活, [军]杂役","{""COLLOINEXA"":[""metal fatigue""]}"
"gre","fatten","/'fætn/","v. 长胖， 变肥； 使…肥沃； 装满","They have kept the price of sugar artificially high and so fattened the company's profits."
"gre","fatuity","/fə'tju(:)iti | fə'tjʊ(ː)ɪtɪ/","n. 愚昧, 昏庸, 愚蠢的言行","You have only to ask the questions to realise the fatuity of the idea."
"gre","fatuous","/'fætjuəs | 'fætjʊəs | 'fætʃuəs/","adj. 愚昧的, 昏庸的, 发呆的, 愚笨的, 自满的","fatuous questions"
"gre","faucet","/'fɔːsɪt | 'fɔsɪt/","n. 龙头, 旋塞, (连接管子的)插口",""
"gre","fault","/fɔ:lt | fɔːlt; fɒlt | fɔlt/","n. 过错, 缺点, 故障, 毛病","I’m really sorry - it’s all my fault."
"gre","fauna","/'fɔ:nə | 'fɔːnə | 'fɔnə/","n. 动物群, 动物区系, 动物志","...the flora and fauna of the African jungle."
"gre","favorable","/'feɪvərəbl | 'fevərəbl/","adj. 有利的； 赞成的","We would be pleased if you would take full advantage of our services and favorable shopping conditions."
"gre","fawn","/fɔ:n | fɔːn | fɔn/","n. (未满一岁的)小鹿, 小山羊, 小动物, 鹿毛色, 浅黄褐色","The fawn ran to the top of the ridge."
"gre","fawning","/'fɔ:niŋ/","adj. 奉承的","The game is played out in endless fawning speeches, flattering remarks and fake smiles."
"gre","faze","/feiz | feɪz | fez/","v. 打扰, 折磨, 使狼狈, 使担忧","John was embarrassed, but it didn’t faze Mike a bit."
"gre","fealty","/'fi:əlti | 'fiːəltɪ/","n. (对封建主义的)效忠, 孝顺, 忠诚, 忠贞, 忠实","If he ends up losing his job and you've proven your fealty, he may take you with him to his next company."
"gre","fearsome","/'fɪrsəm/","adj. 吓人的， 可怕的","a fearsome weapon"
"gre","feasible","/'fi:zəbl | 'fiːzɪb(ə)l | 'fizəbl/","adj. 可行的, 切实可行的","a feasible solution"
"gre","feat","/fi:t | fiːt | fit/","n. 技艺, 功绩, 武艺, 壮举, 技艺表演","A racing car is an extraordinary feat of engineering."
"gre","febrile","/'fi:brail | 'fiːbraɪl | 'fibraɪl/","adj. 发烧的,热病的","a febrile imagination"
"gre","feckless","/'feklis | 'feklɪs | 'fɛkləs/","adj. 无气力的, 没精神的, 软弱的, 无用的","Alice’s feckless younger brother"
"gre","feculence","/'fekjuləns | 'fekjʊləns | 'fɛkjʊləns/","n. 变浊, 渣滓, 污物",""
"gre","fecund","/'fikənd | 'fek(ə)nd; 'fiːk-/","adj. 生殖力旺盛的, 多产的, 丰饶的, 肥沃的","The pampas are still among the most fecund lands in the world."
"gre","fecundity","/fɪ'kʌndəti/","n. 多产， 丰饶； 繁殖力， 生殖力",""
"gre","feeble","/'fiːbl | 'fibl/","adj. 虚弱的","His voice sounded feeble and far away."
"gre","feedback","/'fi:dbæk | 'fiːdbæk | 'fidbæk/","n. [无]回授, 反馈, 反应","How can I provide feedback without making someone angry?"
"gre","feign","/fein | feɪn | fen/","v. 假装, 装作, 捏造, <古>想象","Feigning a headache, I went upstairs to my room."
"gre","feigned","/feind | feɪnd/","adj. 假的, 伪装, 做作的, 捏造的",""
"gre","feint","/feint | feɪnt | fent/","n. 假象, 伪装, 假装, 假托, 佯攻, 虚击","I feinted to the left, then to the right."
"gre","feisty","/'faɪstɪ/","adj. 易怒的, 活跃的","DiFranco charmed the audience with her feisty spirit."
"gre","felicitate","/fi'lisiteit | fɪ'lɪsɪteɪt/","v. 祝贺, 庆祝, 庆贺, 把某人看作有福, 庆幸","Japan should felicitate the opening of branches of Japanese vessel building industries along the Indian docks and port."
"gre","felicitous","/fi'lisitəs | fɪ'lɪsɪtəs | fə'lɪsɪtəs/","adj. (措辞等)恰当的, 巧妙的, 极为适当的, 可喜的, 善于措词的, [罕]幸福的, 快乐的","a felicitous choice of candidate"
"gre","felicity","/fəˈlɪsəti | fɪ'lɪsɪtɪ | fə'lɪsəti/","n. 幸福, 幸运, 福气, (措辞等)恰当, 巧妙, 幸福, 幸运","domestic felicity"
"gre","feline","/'fi:lain | 'fiːlaɪn | 'filaɪn/","adj. 猫的, 猫科的, 猫一样的","She moves with feline grace."
"gre","fell","/fel | fɛl/","vbl. fall 的过去式",""
"gre","felon","/'felən | 'fɛlən/","n. 重罪人, 蛇头, 瘭疽","By law, convicted felons (= criminals who are sent to prison ) may not own or use guns."
"gre","felonious","/fi'ləuniəs | fe'ləʊnɪəs; fɪ- | fə'lonɪəs/","adj. 恶毒的, 凶恶的, 极恶的, 重罪的",""
"gre","felony","/'feləni | 'felənɪ | 'fɛləni/","n. [律]重罪","He pleaded guilty to six felonies."
"gre","feminist","/'femənɪst | 'fɛmənɪst/","n. 男女平等主义者, 女权扩张论者","She’s been an outspoken feminist for over twenty years."
"gre","fencer","/'fensə | 'fɛnsɚ/","n. 击剑者, 剑术家, 篱笆匠",""
"gre","fencing","/'fensiŋ | 'fensɪŋ | 'fɛnsɪŋ/","n. 栅栏, 篱笆, 围墙, 剑术, 辩论, 买卖","...the amateur fencing champion."
"gre","fender","/'fendə | 'fɛndɚ/","n. 防卫物, 挡泥板","Todd sat on the front fender, his legs dangling toward the ground."
"gre","feral","/'ferəl | 'fiərəl/","adj. 凶猛的， 野性的","feral cats"
"gre","ferment","/fə:'ment, 'fə:ment | fə'ment | fɚ'mɛnt/","n. 酵素, 发酵, 动乱","The whole country has been in a state of political ferment for some months."
"gre","fermentation","/,fə:men'teiʃən | fɜːmen'teɪʃ(ə)n | ,fɝmɛn'teʃən/","n. 发酵","But thrumming underneath it is a deep layer of culinary funkreminiscent of fermentation."
"gre","fern","/fə:n | fɜːn | fɝn/","n. [植]蕨类植物","A ladder fern springs from a crack in the 1979 lava flows from Kilauea Volcano on the Big Island of Hawaii."
"gre","ferocious","/fə'rəuʃəs | fə'rəʊʃəs | fə'roʃəs/","adj. 凶恶的, 残忍的, 凶猛的, <口>十分强烈的, 极度的","a ferocious, hungry lion"
"gre","ferocity","/fə'rɔsiti | fə'rɒsɪtɪ | fə'rɑsəti/","n. 凶猛, 残忍, 暴行","The armed forces seem to have been taken by surprise by the ferocity of the attack."
"gre","ferret","/'ferit | 'ferɪt | 'fɛrɪt/","n. 白鼬, 雪貂, 侦探, 细带",""
"gre","ferromagnetic","/ˌferoumæg'netɪk | ,fɛromæɡ'nɛtɪk/","adj. 铁磁的, 铁磁体的","The temperature dependence of exchange bias and coercivity of ferromagnetic layer and antiferromagnetic gain layer is discussed."
"gre","ferrous","/'ferəs | 'fɛrəs/","adj. 铁的, 含铁的, [化]亚铁的","ferrous metals"
"gre","ferry","/'feri | 'ferɪ | 'fɛri/","n. 摆渡, 渡船, 渡口","They had recrossed the River Gambia by ferry."
"gre","fertile","/'fɜːtaɪl | ˈfɝtəl; (canadian) ˈfɝˌtaɪl/","adj. 肥沃的, 富饶的, 能繁殖的","800 acres of fertile cropland"
"gre","fertility","/fə'tiliti | fə'tɪlɪtɪ; fɜː'tɪlɪtɪ | fɚ'tɪləti/","n. 肥沃, 丰产, 多产, 人口生产, 生产力",""
"gre","fertilize","/'fɜːrtəlaɪz | 'fɝtəlaɪz/","v. 使受精； 使肥沃","After the egg has been fertilized, it will hatch in about six weeks."
"gre","fertilizer","/'fɜːrtəlaɪzər | 'fɝtəlaɪzɚ/","n. 肥料， 化肥","...farming without any purchased chemical, fertilizer or pesticide."
"gre","fervent","/'fə:vənt | 'fɜːv(ə)nt | 'fɝvənt/","adj. 炽热的","a fervent appeal for peace"
"gre","fervid","/'fɜːrvɪd | 'fɝvɪd/","adj. 炽热的； 热情的","It assailed her with all the violence of her fervid imagination."
"gre","fervor","/'fə:və | 'fɜːvə/","n. 热情, 热烈, 炽热","The non religious version, which reads strong excitement of feeling or something inspiring zeal or fervor."
"gre","festal","/'festl | 'fest(ə)l/","adj. 节日的, 欢乐的, 祭日的","Happy is the house that shelters a friend! It might well be built, like a festal bower or arch, to entertain him a single day."
"gre","festive","/'festiv | 'festɪv | 'fɛstɪv/","adj. 庆祝的, 喜庆的, 欢乐的, 节日似","The atmosphere was festive and jolly."
"gre","fetid","/fetid | 'fetɪd; 'fiːt- | 'fɛtɪd/","adj. 有恶臭的","the black fetid water of the lake"
"gre","fetish","/'fi:tiʃ | 'fetɪʃ | 'fɛtɪʃ/","n. 物神, 迷信, 偶像","What began as a postwar fetish for sunbathing is rapidly developing into a world health crisis."
"gre","fetter","/'fetə | 'fɛtɚ/","n. [常用复]脚镣, 羁绊, 束缚",""
"gre","fetus","/'fi:təs | 'fiːtəs | 'fitəs/","n. 胎儿","Pregnant women who are heavy drinkers risk damaging the unborn fetus."
"gre","feud","/fjuːd | fjʊd/","n. 不和, (部落或家族间的)世仇, 封地, 争执",""
"gre","fiasco","/fi'æskəu | fɪ'æskəʊ | fɪ'æsko/","n. 惨败, 大失败, 可耻的下场","The first lecture I ever gave was a complete fiasco ."
"gre","fiat","/'fiːæt; 'faɪæt | ˈfiət, -ˌæt, -ˌɑt, ˈfaɪˌæt, -ət/","n. 命令, 法令, 许可, 批准","He has tried to impose solutions to the country's problems by fiat."
"gre","fickle","/'fikl | 'fɪk(ə)l | 'fɪkl/","adj. (在感情等方面)变幻无常的, 浮躁的, 薄情的","an unpredictable and fickle lover"
"gre","fickleness","/'fɪklnəs | 'fɪkəlnəs/","n. 浮躁； 变化无常","His story became a parable for the fickleness of art and life."
"gre","fictitious","/fik'tiʃəs | fɪk'tɪʃəs/","adj. 假想的, 编造的, 虚伪的, 习惯上假定的, 假想的, 假装的, 小说中的","a fictitious address"
"gre","fidelity","/fi'deliti | fɪ'delɪtɪ | fɪ'dɛləti/","n. 忠实, 诚实, 忠诚, 保真度, (收音机, 录音设备等的)逼真度, 保真度, 重现精度","the importance of marital fidelity"
"gre","fidget","/'fidʒit | 'fɪdʒɪt/","v. 坐立不安, 烦躁, 慌张, (不安地或心不在焉地)弄, 玩弄","The kids had started to fidget."
"gre","fidgety","/'fidʒiti | 'fɪdʒɪtɪ | 'fɪdʒɪti/","adj. 不安的, 不沉着的, 烦燥的, 难以取悦的","The boys get fidgety if they can’t play outside."
"gre","fief","/fi:f | fiːf | fif/","n. 封地, 采邑",""
"gre","fiend","/fi:nd | fiːnd | find/","n. 魔鬼, 魔王, 撒旦, 邪神, 能手, 成癖者","A tearful husband repeated calls for help in catching the fiend who battered his wife."
"gre","fiendish","/'fi:ndiʃ | 'fiːndɪʃ | 'findɪʃ/","adj. 恶魔似的, 残忍的, 极坏的","a particularly fiendish practical joke"
"gre","fierce","/fiəs | fɪəs | fɪrs/","adj. 凶猛的, 猛烈的, 热烈的, 暴躁的<美>极讨厌的, 难受的, <英方>精力旺盛的","fierce fighting in the city"
"gre","fig","/fiɡ | fɪg | fɪɡ/","n. [植]无花果, 无花果树, 无价值的东西, 少许, 一些, 服装",""
"gre","figment","/'fiɡmənt | 'fɪgm(ə)nt | 'fɪɡmənt/","n. 臆造的事物, 虚构的事","Being one myself, I know that they are not just some figment, but the truth of the matter is, gaming is male dominated, the same way knitting is dominated by females."
"gre","figurative","/'fiɡjurətiv | 'fɪg(ə)rətɪv; -gjʊ- | 'fɪgərətɪv/","adj. 比喻的, 修饰丰富的, 形容多的","He’s my son, in the figurative sense of the word."
"gre","figurehead","/'fiɡəhed | 'fɪgəhed | 'fɪgjɚ'hɛd/","n. 装饰船头的雕像, 破浪神, 有名无实的领袖","The Queen is merely a figurehead."
"gre","figurine","/'fiɡjuri:n | 'fɪgəriːn; -gjʊ- | ,fɪɡjə'rin/","n. 小雕像","Michelle and her mother once gave me a figurine of a beautiful black child sitting in a wheelchair."
"gre","filament","/'filəmənt | 'fɪləm(ə)nt | 'fɪləmənt/","n. 细丝, 灯丝","an electric filament"
"gre","filch","/filtʃ | fɪltʃ/","v. 偷窃(不贵重的东西), 窃取","He filched a bottle of wine from the cellar."
"gre","file","/faɪl/","n. 文件, 档案, 文件夹, 卷宗, 锉刀","We will keep your details on file (= store them for later use ) ."
"gre","filet","/fi'lei | 'fiːleɪ; 'fɪlɪt | fɪ'le; 'fɪl,e/","n. 肉片, 鱼片","...a choice of filet of beef, grilled marinated chicken or broiled salmon."
"gre","filial","/'filjəl | 'fɪlɪəl/","adj. 子女的, 孝顺的, 当做子女的","her filial duty"
"gre","filibuster","/'filibʌstə | 'fɪlɪbʌstə | 'fɪlə'bʌstɚ/","n. 掠夺兵, 暴兵, 海盗","Opponents of the bill tried to filibuster its final stages."
"gre","filigree","/'filiɡri: | 'fɪlɪɡriː | 'fɪlɪɡri/","n. 金银丝细工, 易损之物","silver filigree jewellery"
"gre","filings","/'failiŋz | 'faɪlɪŋz/","n. 锉屑, 锉末","...iron filings."
"gre","fillet","/英 [ˈfɪlɪt] 美 [ˈfɪlɪt] | 'fɪlɪt/","n. 头带, 带子, 肉片, 鱼片","...fillet of beef with shallots."
"gre","filly","/'fili | 'fɪlɪ | 'fɪli/","n. 小雌马(通常未满四岁), <俚>活泼的小姑娘, <俚>活泼的",""
"gre","filter","/'fɪltər | 'fɪltɚ/","n. 过滤器; v. 过滤","filter cigarettes (= with a filter at the end )"
"gre","filth","/filθ | fɪlθ/","n. 污秽, 污物, 不洁, 猥亵","a mound of filth and rubbish"
"gre","filthy","/'filθi | 'fɪlθɪ | 'fɪlθi/","adj. 不洁的, 污秽的, 丑恶的","The house was filthy, with clothes and newspapers strewn everywhere."
"gre","finable","/'fainəbl | 'faɪnəbl/","adj. 应罚款的, 可精制的, 可提炼的","It is a finable offence."
"gre","finagle","/fi'neiɡl | fɪ'neɪg(ə)l/","v. 欺骗, 哄骗, 欺瞒",""
"gre","finale","/fi'nɑ:li | fɪ'nɑːlɪ; -leɪ | fɪ'næli/","n. (戏剧的)最后一场, 结局, 终了, 最后的一个乐章, 终曲","the finale of a Broadway show"
"gre","financial","/faɪ'nænʃl | faɪˈnænʃəl;fəˈnæ-/","adj. 财政的， 金融的","financial transactions"
"gre","finch","/fintʃ | fɪn(t)ʃ | fɪntʃ/","n. [动]雀类(如燕雀,金翅雀等)","The scientists tried playing the same sound sample again with another group, and they got pissed, too -- virtually every finch that heard it, in fact."
"gre","finesse","/fi'nes | fɪ'nes | fɪ'nɛs/","n. 手腕, 精密技巧, 灵巧, 策略, 手段","Dario played the sonata with great finesse."
"gre","finicky","/'finiki | 'fɪnɪkɪ | 'fɪnɪki/","adj. 过分注意的, 过分讲究的, 过分周到的","She’s very finicky about what she eats."
"gre","finite","/'faɪnaɪt/","adj. 有限的","the earth’s finite resources"
"gre","fink","/fiŋk | fɪŋk/","n. 破坏及反罢工的人, 告发人, 密告人, 乞丐",""
"gre","firearm","/'faɪərɑːrm | 'faɪr'ɑrm/","n. 枪支","He was charged with illegal possession of a firearm."
